Or_ID,Prod_Rating,Delivery_Service_Rating
ORD04213,4,5
ORD04214,3,3
ORD04215,4,3
ORD04216,4,2
ORD04217,2,2
ORD04218,4,3
ORD04219,5,2
ORD04220,2,1
ORD04221,1,4
ORD04222,4,3
ORD04223,3,1
ORD04224,5,4
ORD04225,3,3
ORD04226,1,2
ORD04227,5,1
ORD04228,4,5
ORD04229,2,
ORD04230,4,1
ORD04231,2,5
ORD04232,5,5
ORD04233,5,4
ORD04234,1,4
ORD04235,5,1
ORD04236,3,3
ORD04237,4,4
ORD04238,3,1
ORD04239,2,5
ORD04240,4,3
ORD04241,2,5
ORD04242,,1
ORD04243,5,2
ORD04244,3,1
ORD04245,3,3
ORD04246,4,1
ORD04247,4,2
ORD04248,1,2
ORD04249,3,1
ORD04250,1,1
ORD04251,2,4
ORD04252,1,4
ORD04253,1,5
ORD04254,1,5
ORD04255,3,5
ORD04256,5,2
ORD04257,5,4
ORD04258,3,2
ORD04259,4,2
ORD04260,5,2
ORD04261,3,2
ORD04262,5,2
ORD04263,4,4
ORD04264,2,3
ORD04265,3,3
ORD04266,1,3
ORD04267,2,4
ORD04268,3,5
ORD04269,3,4
ORD04270,3,2
ORD04271,4,4
ORD04272,1,2
ORD04273,5,3
ORD04274,5,
ORD04275,4,2
ORD04276,4,2
ORD04277,5,4
ORD04278,4,1
ORD04279,2,4
ORD04280,5,3
ORD04281,2,4
ORD04282,2,2
ORD04283,2,3
ORD04284,5,2
ORD04285,4,1
ORD04286,5,1
ORD04287,4,
ORD04288,3,1
ORD04289,4,1
ORD04290,5,1
ORD04291,4,5
ORD04292,1,1
ORD04293,3,2
ORD04294,1,5
ORD04295,4,5
ORD04296,5,5
ORD04297,3,3
ORD04298,1,3
ORD04299,3,4
ORD04300,3,5
ORD04301,1,2
ORD04302,2,4
ORD04303,2,4
ORD04304,1,3
ORD04305,1,4
ORD04306,5,1
ORD04307,3,2
ORD04308,1,4
ORD04309,2,1
ORD04310,3,5
ORD04311,,2
ORD04312,3,2
ORD04313,2,4
ORD04314,3,5
ORD04315,4,2
ORD04316,2,3
ORD04317,2,3
ORD04318,4,1
ORD04319,1,3
ORD04320,1,2
ORD04321,3,4
ORD04322,2,5
ORD04323,5,4
ORD04324,2,1
ORD04325,3,1
ORD04326,5,3
ORD04327,3,1
ORD04328,3,2
ORD04329,2,1
ORD04330,3,3
ORD04331,1,
ORD04332,1,2
ORD04333,4,2
ORD04334,2,5
ORD04335,1,4
ORD04336,5,3
ORD04337,1,5
ORD04338,2,1
ORD04339,3,5
ORD04340,2,3
ORD04341,5,4
ORD04342,4,5
ORD04343,5,4
ORD04344,1,3
ORD04345,2,1
ORD04346,4,3
ORD04347,4,4
ORD04348,2,1
ORD04349,5,4
ORD04350,1,1
ORD04351,2,2
ORD04352,3,5
ORD04353,1,2
ORD04354,4,1
ORD04355,4,3
ORD04356,5,2
ORD04357,3,2
ORD04358,1,1
ORD04359,4,1
ORD04360,5,3
ORD04361,3,2
ORD04362,2,2
ORD04363,5,5
ORD04364,3,3
ORD04365,2,5
ORD04366,1,4
ORD04367,3,2
ORD04368,2,4
ORD04369,2,4
ORD04370,2,4
ORD04371,4,3
ORD04372,4,1
ORD04373,1,
ORD04374,3,3
ORD04375,3,3
ORD04376,3,1
ORD04377,3,1
ORD04378,2,5
ORD04379,3,2
ORD04380,1,5
ORD04381,4,3
ORD04382,5,
ORD04383,5,2
ORD04384,2,3
ORD04385,,5
ORD04386,5,4
ORD04387,1,3
ORD04388,4,5
ORD04389,1,3
ORD04390,3,4
ORD04391,3,2
ORD04392,4,2
ORD04393,5,3
ORD04394,5,3
ORD04395,5,3
ORD04396,4,5
ORD04397,2,5
ORD04398,2,
ORD04399,2,4
ORD04400,2,1
ORD04401,5,1
ORD04402,1,1
ORD04403,5,4
ORD04404,3,3
ORD04405,3,5
ORD04406,3,5
ORD04407,3,3
ORD04408,4,2
ORD04409,3,3
ORD04410,3,1
ORD04411,4,1
ORD04412,2,1
ORD04413,4,5
ORD04414,3,2
ORD04415,1,1
ORD04416,5,4
ORD04417,2,5
ORD04418,2,2
ORD04419,4,2
ORD04420,1,1
ORD04421,4,5
ORD04422,,1
ORD04423,4,2
ORD04424,1,2
ORD04425,2,2
ORD04426,,1
ORD04427,2,1
ORD04428,,5
ORD04429,1,1
ORD04430,5,5
ORD04431,5,
ORD04432,4,4
ORD04433,4,4
ORD04434,3,1
ORD04435,3,1
ORD04436,3,2
ORD04437,1,4
ORD04438,4,2
ORD04439,3,4
ORD04440,5,5
ORD04441,2,3
ORD04442,3,4
ORD04443,2,3
ORD04444,5,2
ORD04445,3,3
ORD04446,,5
ORD04447,5,1
ORD04448,3,2
ORD04449,2,5
ORD04450,3,5
ORD04451,1,2
ORD04452,5,3
ORD04453,2,2
ORD04454,5,2
ORD04455,3,3
ORD04456,2,2
ORD04457,1,1
ORD04458,1,4
ORD04459,2,5
ORD04460,5,5
ORD04461,1,5
ORD04462,4,3
ORD04463,2,5
ORD04464,1,5
ORD04465,1,5
ORD04466,3,4
ORD04467,4,4
ORD04468,2,3
ORD04469,4,4
ORD04470,2,2
ORD04471,4,2
ORD04472,4,5
ORD04473,5,4
ORD04474,5,1
ORD04475,4,4
ORD04476,3,2
ORD04477,1,5
ORD04478,1,3
ORD04479,3,1
ORD04480,3,5
ORD04481,4,5
ORD04482,5,1
ORD04483,4,
ORD04484,2,4
ORD04485,5,2
ORD04486,4,4
ORD04487,1,5
ORD04488,,5
ORD04489,1,4
ORD04490,5,2
ORD04491,5,5
ORD04492,2,3
ORD04493,2,3
ORD04494,5,1
ORD04495,4,4
ORD04496,3,2
ORD04497,4,1
ORD04498,3,3
ORD04499,1,1
ORD04500,2,2
ORD04501,,2
ORD04502,3,2
ORD04503,1,2
ORD04504,,1
ORD04505,1,4
ORD04506,,4
ORD04507,1,3
ORD04508,4,4
ORD04509,4,2
ORD04510,,3
ORD04511,3,5
ORD04512,2,
ORD04513,1,3
ORD04514,4,3
ORD04515,5,5
ORD04516,2,2
ORD04517,5,1
ORD04518,5,4
ORD04519,,4
ORD04520,3,4
ORD04521,1,4
ORD04522,2,4
ORD04523,1,4
ORD04524,2,5
ORD04525,3,5
ORD04526,4,5
ORD04527,4,4
ORD04528,5,5
ORD04529,4,2
ORD04530,3,4
ORD04531,4,2
ORD04532,5,5
ORD04533,2,2
ORD04534,5,5
ORD04535,1,3
ORD04536,4,3
ORD04537,4,5
ORD04538,5,5
ORD04539,2,1
ORD04540,2,3
ORD04541,4,5
ORD04542,2,2
ORD04543,1,3
ORD04544,1,2
ORD04545,5,2
ORD04546,2,2
ORD04547,2,2
ORD04548,2,2
ORD04549,3,5
ORD04550,2,5
ORD04551,4,2
ORD04552,5,2
ORD04553,1,5
ORD04554,4,4
ORD04555,1,5
ORD04556,3,1
ORD04557,4,1
ORD04558,2,4
ORD04559,3,3
ORD04560,4,3
ORD04561,3,2
ORD04562,5,2
ORD04563,3,1
ORD04564,4,5
ORD04565,5,5
ORD04566,3,3
ORD04567,4,3
ORD04568,3,2
ORD04569,4,3
ORD04570,5,5
ORD04571,4,2
ORD04572,2,2
ORD04573,1,1
ORD04574,5,4
ORD04575,5,1
ORD04576,5,4
ORD04577,,5
ORD04578,5,1
ORD04579,5,2
ORD04580,1,2
ORD04581,3,1
ORD04582,3,5
ORD04583,4,5
ORD04584,2,4
ORD04585,1,1
ORD04586,5,4
ORD04587,4,5
ORD04588,4,5
ORD04589,5,
ORD04590,3,3
ORD04591,3,2
ORD04592,2,4
ORD04593,2,4
ORD04594,,1
ORD04595,1,5
ORD04596,5,2
ORD04597,3,3
ORD04598,3,3
ORD04599,2,4
ORD04600,4,2
ORD04601,4,2
ORD04602,3,5
ORD04603,4,1
ORD04604,4,3
ORD04605,4,4
ORD04606,2,2
ORD04607,3,4
ORD04608,5,1
ORD04609,4,1
ORD04610,4,3
ORD04611,,4
ORD04612,3,2
ORD04613,1,3
ORD04614,1,4
ORD04615,,2
ORD04616,5,4
ORD04617,3,3
ORD04618,2,5
ORD04619,2,5
ORD04620,4,3
ORD04621,3,1
ORD04622,2,1
ORD04623,1,4
ORD04624,5,1
ORD04625,2,2
ORD04626,4,3
ORD04627,1,1
ORD04628,2,5
ORD04629,1,5
ORD04630,2,5
ORD04631,3,4
ORD04632,3,1
ORD04633,1,5
ORD04634,1,1
ORD04635,1,4
ORD04636,1,1
ORD04637,3,1
ORD04638,3,
ORD04639,3,3
ORD04640,5,1
ORD04641,5,1
ORD04642,2,3
ORD04643,4,1
ORD04644,1,1
ORD04645,3,1
ORD04646,3,3
ORD04647,3,4
ORD04648,,5
ORD04649,1,3
ORD04650,2,3
ORD04651,2,3
ORD04652,3,5
ORD04653,5,4
ORD04654,4,4
ORD04655,1,3
ORD04656,3,1
ORD04657,2,2
ORD04658,3,3
ORD04659,5,4
ORD04660,2,2
ORD04661,4,4
ORD04662,5,2
ORD04663,2,4
ORD04664,2,2
ORD04665,2,5
ORD04666,4,1
ORD04667,2,1
ORD04668,3,4
ORD04669,5,5
ORD04670,4,3
ORD04671,4,4
ORD04672,4,5
ORD04673,1,4
ORD04674,2,5
ORD04675,4,4
ORD04676,5,2
ORD04677,,3
ORD04678,2,5
ORD04679,5,2
ORD04680,5,5
ORD04681,5,2
ORD04682,3,5
ORD04683,4,5
ORD04684,5,5
ORD04685,4,1
ORD04686,1,1
ORD04687,4,2
ORD04688,,3
ORD04689,4,3
ORD04690,3,3
ORD04691,2,1
ORD04692,2,3
ORD04693,1,5
ORD04694,,3
ORD04695,1,5
ORD04696,,1
ORD04697,2,4
ORD04698,5,5
ORD04699,2,1
ORD04700,4,3
ORD04701,1,4
ORD04702,1,3
ORD04703,3,5
ORD04704,2,3
ORD04705,4,3
ORD04706,1,2
ORD04707,4,4
ORD04708,3,
ORD04709,3,3
ORD04710,3,
ORD04711,2,2
ORD04712,3,2
ORD04713,4,3
ORD04714,3,3
ORD04715,4,1
ORD04716,4,4
ORD04717,2,1
ORD04718,2,
ORD04719,5,1
ORD04720,4,4
ORD04721,,5
ORD04722,4,3
ORD04723,2,2
ORD04724,1,1
ORD04725,5,1
ORD04726,,2
ORD04727,1,5
ORD04728,3,3
ORD04729,1,1
ORD04730,4,5
ORD04731,,4
ORD04732,5,2
ORD04733,5,2
ORD04734,3,4
ORD04735,3,2
ORD04736,3,3
ORD04737,4,2
ORD04738,2,1
ORD04739,2,4
ORD04740,3,2
ORD04741,5,1
ORD04742,3,3
ORD04743,5,
ORD04744,1,3
ORD04745,4,4
ORD04746,3,1
ORD04747,4,5
ORD04748,2,3
ORD04749,4,1
ORD04750,1,5
ORD04751,1,1
ORD04752,4,3
ORD04753,4,3
ORD04754,4,5
ORD04755,1,3
ORD04756,4,2
ORD04757,4,1
ORD04758,4,1
ORD04759,5,5
ORD04760,,4
ORD04761,1,3
ORD04762,,1
ORD04763,4,1
ORD04764,3,2
ORD04765,2,1
ORD04766,5,5
ORD04767,4,4
ORD04768,5,1
ORD04769,3,2
ORD04770,3,5
ORD04771,2,1
ORD04772,3,4
ORD04773,4,3
ORD04774,5,2
ORD04775,2,4
ORD04776,1,1
ORD04777,4,5
ORD04778,4,2
ORD04779,2,2
ORD04780,5,1
ORD04781,2,2
ORD04782,5,2
ORD04783,1,2
ORD04784,1,3
ORD04785,3,2
ORD04786,1,5
ORD04787,2,1
ORD04788,1,4
ORD04789,2,4
ORD04790,5,5
ORD04791,1,4
ORD04792,4,3
ORD04793,2,2
ORD04794,4,4
ORD04795,4,5
ORD04796,4,
ORD04797,3,3
ORD04798,5,1
ORD04799,3,4
ORD04800,5,4
ORD04801,4,3
ORD04802,5,5
ORD04803,5,1
ORD04804,5,3
ORD04805,5,5
ORD04806,5,1
ORD04807,4,2
ORD04808,3,3
ORD04809,3,3
ORD04810,5,2
ORD04811,3,4
ORD04812,4,5
ORD04813,3,2
ORD04814,1,2
ORD04815,4,2
ORD04816,3,3
ORD04817,2,2
ORD04818,5,2
ORD04819,2,4
ORD04820,2,2
ORD04821,2,4
ORD04822,5,2
ORD04823,3,4
ORD04824,4,4
ORD04825,2,1
ORD04826,1,3
ORD04827,5,2
ORD04828,3,3
ORD04829,5,3
ORD04830,3,4
ORD04831,5,3
ORD04832,5,3
ORD04833,5,1
ORD04834,3,5
ORD04835,1,4
ORD04836,1,1
ORD04837,4,5
ORD04838,4,4
ORD04839,3,5
ORD04840,3,4
ORD04841,2,5
ORD04842,,3
ORD04843,2,4
ORD04844,3,4
ORD04845,2,5
ORD04846,2,3
ORD04847,1,3
ORD04848,4,1
ORD04849,1,5
ORD04850,1,3
ORD04851,2,4
ORD04852,5,2
ORD04853,,4
ORD04854,3,5
ORD04855,3,1
ORD04856,3,1
ORD04857,4,2
ORD04858,4,3
ORD04859,5,1
ORD04860,2,2
ORD04861,1,2
ORD04862,2,3
ORD04863,1,4
ORD04864,2,3
ORD04865,2,4
ORD04866,5,3
ORD04867,5,4
ORD04868,3,2
ORD04869,2,4
ORD04870,2,2
ORD04871,2,1
ORD04872,3,
ORD04873,3,5
ORD04874,2,2
ORD04875,4,3
ORD04876,2,3
ORD04877,3,5
ORD04878,2,2
ORD04879,3,2
ORD04880,5,5
ORD04881,2,2
ORD04882,4,1
ORD04883,4,1
ORD04884,4,1
ORD04885,5,2
ORD04886,4,
ORD04887,3,4
ORD04888,4,5
ORD04889,2,3
ORD04890,2,1
ORD04891,3,4
ORD04892,4,3
ORD04893,5,1
ORD04894,1,2
ORD04895,3,2
ORD04896,3,5
ORD04897,4,2
ORD04898,5,4
ORD04899,3,2
ORD04900,4,5
ORD04901,4,5
ORD04902,3,5
ORD04903,4,5
ORD04904,3,1
ORD04905,5,5
ORD04906,3,3
ORD04907,1,3
ORD04908,1,3
ORD04909,2,2
ORD04910,5,3
ORD04911,1,3
ORD04912,4,1
ORD04913,2,5
ORD04914,4,3
ORD04915,2,1
ORD04916,5,1
ORD04917,5,3
ORD04918,1,1
ORD04919,2,3
ORD04920,3,3
ORD04921,4,5
ORD04922,4,5
ORD04923,4,2
ORD04924,5,2
ORD04925,2,1
ORD04926,2,1
ORD04927,2,4
ORD04928,2,1
ORD04929,4,
ORD04930,1,1
ORD04931,,2
ORD04932,3,3
ORD04933,3,3
ORD04934,4,4
ORD04935,5,1
ORD04936,3,4
ORD04937,5,5
ORD04938,1,1
ORD04939,5,5
ORD04940,4,2
ORD04941,1,5
ORD04942,1,2
ORD04943,4,1
ORD04944,5,1
ORD04945,5,3
ORD04946,3,5
ORD04947,2,2
ORD04948,4,2
ORD04949,1,2
ORD04950,,1
ORD04951,3,2
ORD04952,2,5
ORD04953,1,2
ORD04954,1,4
ORD04955,1,2
ORD04956,4,2
ORD04957,2,4
ORD04958,2,4
ORD04959,5,1
ORD04960,4,1
ORD04961,4,5
ORD04962,5,4
ORD04963,2,1
ORD04964,1,1
ORD04965,5,1
ORD04966,4,4
ORD04967,1,3
ORD04968,2,1
ORD04969,4,3
ORD04970,5,1
ORD04971,5,5
ORD04972,4,3
ORD04973,3,3
ORD04974,4,3
ORD04975,1,3
ORD04976,4,2
ORD04977,1,3
ORD04978,5,1
ORD04979,2,2
ORD04980,2,
ORD04981,,3
ORD04982,5,2
ORD04983,1,2
ORD04984,3,4
ORD04985,5,5
ORD04986,1,
ORD04987,3,3
ORD04988,1,5
ORD04989,5,5
ORD04990,1,3
ORD04991,3,1
ORD04992,5,1
ORD04993,5,3
ORD04994,5,
ORD04995,1,1
ORD04996,3,2
ORD04997,1,4
ORD04998,5,3
ORD04999,4,
ORD05000,4,4
ORD05001,4,3
ORD05002,3,3
ORD05003,3,2
ORD05004,5,5
ORD05005,4,4
ORD05006,3,5
ORD05007,1,1
ORD05008,5,1
ORD05009,2,4
ORD05010,3,1
ORD05011,5,1
ORD05012,4,5
ORD05013,5,4
ORD05014,2,4
ORD05015,4,4
ORD05016,3,4
ORD05017,5,2
ORD05018,5,5
ORD05019,1,1
ORD05020,,4
ORD05021,3,3
ORD05022,,4
ORD05023,5,3
ORD05024,5,3
ORD05025,1,4
ORD05026,5,1
ORD05027,2,3
ORD05028,4,4
ORD05029,1,3
ORD05030,5,1
ORD05031,3,1
ORD05032,3,5
ORD05033,2,4
ORD05034,2,5
ORD05035,2,2
ORD05036,1,4
ORD05037,2,5
ORD05038,3,5
ORD05039,4,1
ORD05040,2,5
ORD05041,3,4
ORD05042,1,3
ORD05043,5,3
ORD05044,2,3
ORD05045,1,3
ORD05046,1,4
ORD05047,2,1
ORD05048,1,5
ORD05049,,4
ORD05050,5,5
ORD05051,5,4
ORD05052,5,4
ORD05053,3,4
ORD05054,4,4
ORD05055,3,4
ORD05056,4,4
ORD05057,5,
ORD05058,2,4
ORD05059,5,4
ORD05060,5,1
ORD05061,2,5
ORD05062,3,4
ORD05063,2,5
ORD05064,5,3
ORD05065,3,5
ORD05066,1,1
ORD05067,3,5
ORD05068,1,4
ORD05069,4,1
ORD05070,2,5
ORD05071,4,3
ORD05072,2,2
ORD05073,5,1
ORD05074,,5
ORD05075,5,
ORD05076,4,4
ORD05077,3,3
ORD05078,5,5
ORD05079,5,1
ORD05080,1,1
ORD05081,3,4
ORD05082,4,4
ORD05083,3,5
ORD05084,5,5
ORD05085,5,1
ORD05086,1,5
ORD05087,3,1
ORD05088,1,5
ORD05089,4,4
ORD05090,5,1
ORD05091,1,2
ORD05092,3,1
ORD05093,1,1
ORD05094,2,1
ORD05095,3,3
ORD05096,4,5
ORD05097,4,5
ORD05098,2,5
ORD05099,2,1
ORD05100,3,1
ORD05101,2,4
ORD05102,1,4
ORD05103,4,5
ORD05104,3,2
ORD05105,2,2
ORD05106,4,3
ORD05107,,4
ORD05108,3,5
ORD05109,5,3
ORD05110,4,3
ORD05111,3,4
ORD05112,5,2
ORD05113,4,2
ORD05114,3,4
ORD05115,5,2
ORD05116,3,5
ORD05117,4,
ORD05118,4,2
ORD05119,3,3
ORD05120,5,1
ORD05121,1,3
ORD05122,4,3
ORD05123,2,5
ORD05124,2,2
ORD05125,4,2
ORD05126,,5
ORD05127,4,1
ORD05128,2,4
ORD05129,5,5
ORD05130,1,5
ORD05131,1,5
ORD05132,2,1
ORD05133,4,1
ORD05134,1,4
ORD05135,3,3
ORD05136,2,1
ORD05137,5,1
ORD05138,1,4
ORD05139,3,5
ORD05140,4,4
ORD05141,3,1
ORD05142,2,5
ORD05143,3,2
ORD05144,5,4
ORD05145,3,5
ORD05146,1,5
ORD05147,1,3
ORD05148,3,
ORD05149,5,2
ORD05150,4,3
ORD05151,1,1
ORD05152,1,2
ORD05153,5,1
ORD05154,2,1
ORD05155,1,5
ORD05156,1,5
ORD05157,3,3
ORD05158,2,5
ORD05159,2,1
ORD05160,4,1
ORD05161,5,4
ORD05162,5,4
ORD05163,4,3
ORD05164,1,1
ORD05165,1,5
ORD05166,1,4
ORD05167,1,1
ORD05168,3,3
ORD05169,4,3
ORD05170,2,1
ORD05171,5,2
ORD05172,1,2
ORD05173,5,3
ORD05174,3,3
ORD05175,3,1
ORD05176,3,2
ORD05177,2,1
ORD05178,2,5
ORD05179,3,3
ORD05180,3,4
ORD05181,1,1
ORD05182,3,5
ORD05183,5,5
ORD05184,1,2
ORD05185,3,4
ORD05186,3,3
ORD05187,5,4
ORD05188,5,2
ORD05189,1,3
ORD05190,5,5
ORD05191,1,1
ORD05192,3,2
ORD05193,2,3
ORD05194,1,5
ORD05195,2,5
ORD05196,4,5
ORD05197,5,2
ORD05198,5,5
ORD05199,,3
ORD05200,2,3
ORD05201,4,4
ORD05202,1,5
ORD05203,3,1
ORD05204,4,
ORD05205,1,3
ORD05206,5,3
ORD05207,1,4
ORD05208,2,4
ORD05209,4,2
ORD05210,4,2
ORD05211,2,2
ORD05212,1,3
ORD05213,5,5
ORD05214,4,2
ORD05215,3,2
ORD05216,5,1
ORD05217,1,1
ORD05218,4,1
ORD05219,2,3
ORD05220,3,5
ORD05221,4,3
ORD05222,1,3
ORD05223,2,4
ORD05224,4,2
ORD05225,1,4
ORD05226,2,2
ORD05227,1,1
ORD05228,5,1
ORD05229,1,3
ORD05230,5,2
ORD05231,5,5
ORD05232,3,3
ORD05233,2,3
ORD05234,2,2
ORD05235,3,4
ORD05236,5,1
ORD05237,1,4
ORD05238,1,5
ORD05239,4,5
ORD05240,2,2
ORD05241,3,4
ORD05242,1,3
ORD05243,2,3
ORD05244,3,3
ORD05245,5,5
ORD05246,3,4
ORD05247,2,5
ORD05248,5,2
ORD05249,4,1
ORD05250,1,1
ORD05251,1,5
ORD05252,3,
ORD05253,4,3
ORD05254,5,3
ORD05255,1,4
ORD05256,,4
ORD05257,3,5
ORD05258,3,2
ORD05259,2,3
ORD05260,5,
ORD05261,5,2
ORD05262,4,4
ORD05263,1,4
ORD05264,2,1
ORD05265,3,4
ORD05266,1,3
ORD05267,1,3
ORD05268,5,3
ORD05269,4,5
ORD05270,1,1
ORD05271,5,2
ORD05272,2,1
ORD05273,1,2
ORD05274,3,5
ORD05275,2,3
ORD05276,2,3
ORD05277,4,5
ORD05278,4,1
ORD05279,2,3
ORD05280,2,5
ORD05281,4,5
ORD05282,2,3
ORD05283,3,5
ORD05284,3,3
ORD05285,3,4
ORD05286,1,4
ORD05287,2,2
ORD05288,5,5
ORD05289,4,4
ORD05290,1,5
ORD05291,1,3
ORD05292,1,4
ORD05293,5,3
ORD05294,2,1
ORD05295,4,5
ORD05296,1,2
ORD05297,3,1
ORD05298,4,2
ORD05299,2,5
ORD05300,3,3
ORD05301,1,4
ORD05302,5,1
ORD05303,2,5
ORD05304,1,1
ORD05305,2,4
ORD05306,3,4
ORD05307,5,3
ORD05308,2,1
ORD05309,3,1
ORD05310,2,4
ORD05311,2,5
ORD05312,5,3
ORD05313,4,5
ORD05314,5,5
ORD05315,3,1
ORD05316,5,4
ORD05317,5,5
ORD05318,4,4
ORD05319,3,5
ORD05320,3,5
ORD05321,1,2
ORD05322,4,3
ORD05323,2,5
ORD05324,1,2
ORD05325,1,5
ORD05326,5,3
ORD05327,4,2
ORD05328,3,1
ORD05329,2,4
ORD05330,4,4
ORD05331,2,1
ORD05332,3,2
ORD05333,4,5
ORD05334,3,2
ORD05335,3,3
ORD05336,1,3
ORD05337,1,
ORD05338,3,3
ORD05339,3,
ORD05340,5,3
ORD05341,1,3
ORD05342,4,3
ORD05343,4,
ORD05344,2,4
ORD05345,5,1
ORD05346,2,4
ORD05347,3,5
ORD05348,4,4
ORD05349,4,3
ORD05350,1,4
ORD05351,2,2
ORD05352,4,4
ORD05353,2,1
ORD05354,2,4
ORD05355,1,1
ORD05356,4,2
ORD05357,3,1
ORD05358,1,
ORD05359,1,5
ORD05360,5,3
ORD05361,5,2
ORD05362,4,2
ORD05363,,2
ORD05364,1,3
ORD05365,1,1
ORD05366,4,5
ORD05367,1,4
ORD05368,3,2
ORD05369,5,5
ORD05370,2,2
ORD05371,5,2
ORD05372,4,5
ORD05373,5,1
ORD05374,2,1
ORD05375,4,2
ORD05376,1,1
ORD05377,3,5
ORD05378,4,1
ORD05379,4,2
ORD05380,4,2
ORD05381,1,2
ORD05382,2,5
ORD05383,1,1
ORD05384,5,2
ORD05385,5,4
ORD05386,4,3
ORD05387,5,2
ORD05388,4,3
ORD05389,4,
ORD05390,,5
ORD05391,3,1
ORD05392,4,4
ORD05393,5,1
ORD05394,5,3
ORD05395,3,1
ORD05396,4,1
ORD05397,4,5
ORD05398,1,2
ORD05399,2,3
ORD05400,1,3
ORD05401,5,1
ORD05402,,4
ORD05403,4,1
ORD05404,4,2
ORD05405,1,2
ORD05406,5,5
ORD05407,5,4
ORD05408,4,3
ORD05409,4,2
ORD05410,3,2
ORD05411,4,2
ORD05412,4,2
ORD05413,2,1
ORD05414,5,2
ORD05415,3,3
ORD05416,3,5
ORD05417,2,1
ORD05418,3,5
ORD05419,4,3
ORD05420,1,5
ORD05421,2,2
ORD05422,5,1
ORD05423,4,4
ORD05424,5,4
ORD05425,4,3
ORD05426,3,3
ORD05427,,2
ORD05428,3,4
ORD05429,1,5
ORD05430,4,1
ORD05431,4,1
ORD05432,3,5
ORD05433,2,3
ORD05434,5,2
ORD05435,1,1
ORD05436,3,2
ORD05437,4,3
ORD05438,2,3
ORD05439,2,4
ORD05440,1,4
ORD05441,,3
ORD05442,5,3
ORD05443,1,5
ORD05444,3,3
ORD05445,3,2
ORD05446,1,4
ORD05447,2,4
ORD05448,3,4
ORD05449,5,5
ORD05450,2,2
ORD05451,2,2
ORD05452,2,1
ORD05453,1,1
ORD05454,4,3
ORD05455,2,4
ORD05456,3,2
ORD05457,5,5
ORD05458,3,3
ORD05459,3,4
ORD05460,3,5
ORD05461,3,5
ORD05462,4,3
ORD05463,5,5
ORD05464,2,4
ORD05465,1,1
ORD05466,4,3
ORD05467,2,4
ORD05468,3,4
ORD05469,2,1
ORD05470,2,3
ORD05471,3,3
ORD05472,2,4
ORD05473,1,1
ORD05474,4,4
ORD05475,1,4
ORD05476,3,4
ORD05477,,3
ORD05478,5,1
ORD05479,1,1
ORD05480,2,5
ORD05481,5,2
ORD05482,1,
ORD05483,3,1
ORD05484,1,4
ORD05485,2,2
ORD05486,2,1
ORD05487,1,4
ORD05488,2,5
ORD05489,4,2
ORD05490,5,2
ORD05491,1,1
ORD05492,5,1
ORD05493,5,5
ORD05494,4,1
ORD05495,3,3
ORD05496,5,1
ORD05497,2,2
ORD05498,4,4
ORD05499,3,4
ORD05500,3,2
ORD05501,1,3
ORD05502,2,1
ORD05503,4,2
ORD05504,1,5
ORD05505,2,2
ORD05506,2,3
ORD05507,2,1
ORD05508,4,1
ORD05509,5,3
ORD05510,5,4
ORD05511,2,5
ORD05512,2,5
ORD05513,1,5
ORD05514,5,2
ORD05515,3,4
ORD05516,1,3
ORD05517,5,4
ORD05518,1,3
ORD05519,1,2
ORD05520,3,2
ORD05521,2,3
ORD05522,3,3
ORD05523,3,3
ORD05524,5,5
ORD05525,5,3
ORD05526,2,4
ORD05527,5,5
ORD05528,1,4
ORD05529,4,5
ORD05530,3,5
ORD05531,4,4
ORD05532,2,4
ORD05533,2,1
ORD05534,5,5
ORD05535,1,4
ORD05536,2,5
ORD05537,3,1
ORD05538,5,4
ORD05539,4,5
ORD05540,4,4
ORD05541,2,2
ORD05542,5,3
ORD05543,4,2
ORD05544,5,3
ORD05545,3,5
ORD05546,4,4
ORD05547,1,2
ORD05548,4,5
ORD05549,2,5
ORD05550,2,3
ORD05551,5,4
ORD05552,2,4
ORD05553,2,
ORD05554,1,3
ORD05555,3,2
ORD05556,2,
ORD05557,4,2
ORD05558,2,2
ORD05559,5,1
ORD05560,3,4
ORD05561,,1
ORD05562,2,5
ORD05563,5,4
ORD05564,1,1
ORD05565,4,3
ORD05566,1,2
ORD05567,,4
ORD05568,,5
ORD05569,2,4
ORD05570,5,2
ORD05571,2,1
ORD05572,3,3
ORD05573,1,5
ORD05574,3,1
ORD05575,5,1
ORD05576,4,2
ORD05577,3,2
ORD05578,3,3
ORD05579,1,3
ORD05580,3,1
ORD05581,5,2
ORD05582,2,5
ORD05583,3,3
ORD05584,3,3
ORD05585,1,4
ORD05586,3,3
ORD05587,1,4
ORD05588,3,3
ORD05589,5,1
ORD05590,4,5
ORD05591,1,3
ORD05592,3,1
ORD05593,2,3
ORD05594,1,5
ORD05595,4,2
ORD05596,3,3
ORD05597,2,2
ORD05598,3,5
ORD05599,2,3
ORD05600,3,
ORD05601,4,5
ORD05602,4,2
ORD05603,4,2
ORD05604,2,2
ORD05605,1,1
ORD05606,5,1
ORD05607,3,1
ORD05608,2,4
ORD05609,5,3
ORD05610,3,4
ORD05611,3,2
ORD05612,2,3
ORD05613,1,4
ORD05614,5,5
ORD05615,5,3
ORD05616,1,4
ORD05617,5,4
ORD05618,3,5
