P_ID,Product_Name,Category,Price,Features,Affected_Price,Del_Charge,Total_Price,Final_Price
PROD07437,Pulses,Groceries & Kitchen Essentials,627,"Free Delivery, 20% on product",501.6,35,662,662
PROD07438,Garbage Bags,Household Essentials,1504,Free Delivery,1203.2,50,1554,1504
PROD07439,Scrub Pads,Household Essentials,533,Free Delivery,426.4,46,579,533
PROD07440,Yeast,Recipe Ideas,854,Free Delivery,683.2,34,888,854
PROD07441,Cooking Oil,Groceries & Kitchen Essentials,1654,"Free Delivery, 20% on product",1323.2,39,1693,1693
PROD07442,Scrub Pads,Household Essentials,1985,Free Delivery,1588,36,2021,1985
PROD07443,Conditioner,Beauty & Personal Care,65,,52,48,113,113
PROD07444,Toilet Cleaner,Household Essentials,477,Free Delivery,381.6,47,524,477
PROD07445,Smartwatch,Electronics,233,Free Delivery,186.4,47,280,233
PROD07446,Basmati Rice,Groceries & Kitchen Essentials,1884,"Free Delivery, 20% on product",1507.2,42,1926,1926
PROD07447,Pulses,Groceries & Kitchen Essentials,1814,"Free Delivery, 20% on product",1451.2,49,1863,1863
PROD07448,Popcorn,Snacks & Drinks,1260,Free Delivery,1008,39,1299,1260
PROD07449,Cooking Oil,Groceries & Kitchen Essentials,820,"Free Delivery, 20% on product",656,50,870,870
PROD07450,Floor Cleaner,Household Essentials,1355,Free Delivery,1084,38,1393,1355
PROD07451,Smart Plug,Electronics,665,Free Delivery,532,30,695,665
PROD07452,Cooking Oil,Groceries & Kitchen Essentials,822,"Free Delivery, 20% on product",657.6,47,869,869
PROD07453,Memory Card,Electronics,912,Free Delivery,729.6,42,954,912
PROD07454,Cereal Bars,Snacks & Drinks,1722,Free Delivery,1377.6,39,1761,1722
PROD07455,Portable Hard Drive,Electronics,1558,Free Delivery,1246.4,40,1598,1558
PROD07456,Baking Powder,Recipe Ideas,1734,Free Delivery,1387.2,49,1783,1734
PROD07457,LED Light Bulb,Electronics,1491,Free Delivery,1192.8,41,1532,1491
PROD07458,Baking Powder,Recipe Ideas,720,Free Delivery,576,35,755,720
PROD07459,Sugar,Groceries & Kitchen Essentials,53,20% on product,42.4,45,98,98
PROD07460,Phone Charger,Electronics,749,Free Delivery,599.2,30,779,749
PROD07461,Glass Cleaner,Household Essentials,840,Free Delivery,672,34,874,840
PROD07462,Portable Hard Drive,Electronics,1298,Free Delivery,1038.4,31,1329,1298
PROD07463,USB Cable,Electronics,1413,Free Delivery,1130.4,33,1446,1413
PROD07464,Wireless Earphones,Electronics,1948,Free Delivery,1558.4,30,1978,1948
PROD07465,Floor Cleaner,Household Essentials,499,Free Delivery,399.2,31,530,499
PROD07466,Flavored Milk,Snacks & Drinks,1564,Free Delivery,1251.2,35,1599,1564
PROD07467,Flavored Milk,Snacks & Drinks,1453,Free Delivery,1162.4,39,1492,1453
PROD07468,Memory Card,Electronics,1746,Free Delivery,1396.8,42,1788,1746
PROD07469,Tissue Paper,Household Essentials,1979,Free Delivery,1583.2,31,2010,1979
PROD07470,Air Freshener,Household Essentials,128,Free Delivery,102.4,38,166,128
PROD07471,Shampoo,Beauty & Personal Care,124,Free Delivery,99.2,39,163,124
PROD07472,Trail Mix,Snacks & Drinks,1390,Free Delivery,1112,36,1426,1390
PROD07473,Power Bank,Electronics,202,Free Delivery,161.6,46,248,202
PROD07474,Air Freshener,Household Essentials,1963,Free Delivery,1570.4,38,2001,1963
PROD07475,USB Cable,Electronics,98,,78.4,37,135,135
PROD07476,Smart Plug,Electronics,778,Free Delivery,622.4,43,821,778
PROD07477,Toilet Cleaner,Household Essentials,770,Free Delivery,616,31,801,770
PROD07478,Fruit Juice,Snacks & Drinks,1535,Free Delivery,1228,36,1571,1535
PROD07479,Coffee,Groceries & Kitchen Essentials,1765,"Free Delivery, 20% on product",1412,39,1804,1804
PROD07480,Coffee,Groceries & Kitchen Essentials,1706,"Free Delivery, 20% on product",1364.8,43,1749,1749
PROD07481,Sponges,Household Essentials,1846,Free Delivery,1476.8,50,1896,1846
PROD07482,Face Cream,Beauty & Personal Care,1153,Free Delivery,922.4,49,1202,1153
PROD07483,Garbage Bags,Household Essentials,1028,Free Delivery,822.4,37,1065,1028
PROD07484,Memory Card,Electronics,790,Free Delivery,632,50,840,790
PROD07485,Scrub Pads,Household Essentials,1087,Free Delivery,869.6,41,1128,1087
PROD07486,Air Freshener,Household Essentials,766,Free Delivery,612.8,45,811,766
PROD07487,LED Light Bulb,Electronics,1643,Free Delivery,1314.4,46,1689,1643
PROD07488,Cocoa Powder,Recipe Ideas,137,Free Delivery,109.6,39,176,137
PROD07489,Toilet Cleaner,Household Essentials,266,Free Delivery,212.8,42,308,266
PROD07490,Scrub Pads,Household Essentials,832,Free Delivery,665.6,32,864,832
PROD07491,Dishwashing Liquid,Household Essentials,379,Free Delivery,303.2,46,425,379
PROD07492,Pasta Sauce,Recipe Ideas,1594,Free Delivery,1275.2,50,1644,1594
PROD07493,Cereal Bars,Snacks & Drinks,1108,Free Delivery,886.4,49,1157,1108
PROD07494,Soft Drink,Snacks & Drinks,1756,Free Delivery,1404.8,44,1800,1756
PROD07495,Smartwatch,Electronics,896,Free Delivery,716.8,36,932,896
PROD07496,Baking Powder,Recipe Ideas,392,Free Delivery,313.6,35,427,392
PROD07497,Power Bank,Electronics,1187,Free Delivery,949.6,46,1233,1187
PROD07498,Dishwashing Liquid,Household Essentials,758,Free Delivery,606.4,47,805,758
PROD07499,LED Light Bulb,Electronics,1559,Free Delivery,1247.2,38,1597,1559
PROD07500,Bluetooth Speaker,Electronics,1903,Free Delivery,1522.4,44,1947,1903
PROD07501,LED Light Bulb,Electronics,887,Free Delivery,709.6,37,924,887
PROD07502,Flavored Milk,Snacks & Drinks,1298,Free Delivery,1038.4,31,1329,1298
PROD07503,Instant Noodles,Groceries & Kitchen Essentials,407,"Free Delivery, 20% on product",325.6,33,440,440
PROD07504,Sunscreen,Beauty & Personal Care,1299,Free Delivery,1039.2,31,1330,1299
PROD07505,Bluetooth Speaker,Electronics,277,Free Delivery,221.6,49,326,277
PROD07506,Toilet Cleaner,Household Essentials,1134,Free Delivery,907.2,42,1176,1134
PROD07507,Bluetooth Speaker,Electronics,1759,Free Delivery,1407.2,42,1801,1759
PROD07508,Smart Plug,Electronics,1734,Free Delivery,1387.2,34,1768,1734
PROD07509,Potato Chips,Snacks & Drinks,1082,Free Delivery,865.6,46,1128,1082
PROD07510,Spices,Groceries & Kitchen Essentials,1835,"Free Delivery, 20% on product",1468,32,1867,1867
PROD07511,Face Cream,Beauty & Personal Care,389,Free Delivery,311.2,40,429,389
PROD07512,Scrub Pads,Household Essentials,1544,Free Delivery,1235.2,32,1576,1544
PROD07513,Toilet Cleaner,Household Essentials,1829,Free Delivery,1463.2,35,1864,1829
PROD07514,Trail Mix,Snacks & Drinks,1816,Free Delivery,1452.8,31,1847,1816
PROD07515,Tissue Paper,Household Essentials,222,Free Delivery,177.6,37,259,222
PROD07516,Wireless Earphones,Electronics,312,Free Delivery,249.6,47,359,312
PROD07517,LED Light Bulb,Electronics,1265,Free Delivery,1012,31,1296,1265
PROD07518,Wireless Earphones,Electronics,1694,Free Delivery,1355.2,49,1743,1694
PROD07519,Smart Plug,Electronics,1724,Free Delivery,1379.2,31,1755,1724
PROD07520,Tea,Groceries & Kitchen Essentials,1419,"Free Delivery, 20% on product",1135.2,41,1460,1460
PROD07521,Power Bank,Electronics,218,Free Delivery,174.4,41,259,218
PROD07522,Instant Noodles,Groceries & Kitchen Essentials,1831,"Free Delivery, 20% on product",1464.8,31,1862,1862
PROD07523,Bluetooth Speaker,Electronics,1988,Free Delivery,1590.4,49,2037,1988
PROD07524,Bluetooth Speaker,Electronics,879,Free Delivery,703.2,41,920,879
PROD07525,Phone Charger,Electronics,213,Free Delivery,170.4,48,261,213
PROD07526,Pasta Sauce,Recipe Ideas,532,Free Delivery,425.6,32,564,532
PROD07527,Bluetooth Speaker,Electronics,132,Free Delivery,105.6,43,175,132
PROD07528,Cooking Oil,Groceries & Kitchen Essentials,658,"Free Delivery, 20% on product",526.4,30,688,688
PROD07529,Smartwatch,Electronics,683,Free Delivery,546.4,39,722,683
PROD07530,Dishwashing Liquid,Household Essentials,1788,Free Delivery,1430.4,39,1827,1788
PROD07531,Instant Noodles,Groceries & Kitchen Essentials,802,"Free Delivery, 20% on product",641.6,44,846,846
PROD07532,Conditioner,Beauty & Personal Care,1787,Free Delivery,1429.6,33,1820,1787
PROD07533,Scrub Pads,Household Essentials,1026,Free Delivery,820.8,35,1061,1026
PROD07534,Air Freshener,Household Essentials,597,Free Delivery,477.6,37,634,597
PROD07535,Phone Charger,Electronics,1790,Free Delivery,1432,49,1839,1790
PROD07536,Smartwatch,Electronics,259,Free Delivery,207.2,46,305,259
PROD07537,Potato Chips,Snacks & Drinks,1947,Free Delivery,1557.6,48,1995,1947
PROD07538,Basmati Rice,Groceries & Kitchen Essentials,1860,"Free Delivery, 20% on product",1488,31,1891,1891
PROD07539,Hand Soap,Beauty & Personal Care,1601,Free Delivery,1280.8,43,1644,1601
PROD07540,Phone Charger,Electronics,1975,Free Delivery,1580,32,2007,1975
PROD07541,Potato Chips,Snacks & Drinks,440,Free Delivery,352,35,475,440
PROD07542,Wireless Earphones,Electronics,1083,Free Delivery,866.4,42,1125,1083
PROD07543,Dishwashing Liquid,Household Essentials,708,Free Delivery,566.4,49,757,708
PROD07544,LED Light Bulb,Electronics,223,Free Delivery,178.4,33,256,223
PROD07545,Glass Cleaner,Household Essentials,1736,Free Delivery,1388.8,40,1776,1736
PROD07546,Fruit Juice,Snacks & Drinks,666,Free Delivery,532.8,34,700,666
PROD07547,Cooking Oil,Groceries & Kitchen Essentials,402,"Free Delivery, 20% on product",321.6,50,452,452
PROD07548,Smart Plug,Electronics,644,Free Delivery,515.2,34,678,644
PROD07549,Portable Hard Drive,Electronics,356,Free Delivery,284.8,40,396,356
PROD07550,Wheat Flour,Groceries & Kitchen Essentials,736,"Free Delivery, 20% on product",588.8,31,767,767
PROD07551,Packaged Snacks,Snacks & Drinks,501,Free Delivery,400.8,31,532,501
PROD07552,Shampoo,Beauty & Personal Care,483,Free Delivery,386.4,41,524,483
PROD07553,Olive Oil,Recipe Ideas,496,Free Delivery,396.8,50,546,496
PROD07554,Flavored Milk,Snacks & Drinks,111,Free Delivery,88.8,50,161,111
PROD07555,Memory Card,Electronics,1808,Free Delivery,1446.4,39,1847,1808
PROD07556,Smartwatch,Electronics,474,Free Delivery,379.2,35,509,474
PROD07557,Power Bank,Electronics,1996,Free Delivery,1596.8,39,2035,1996
PROD07558,Salt,Groceries & Kitchen Essentials,673,"Free Delivery, 20% on product",538.4,32,705,705
PROD07559,Garbage Bags,Household Essentials,1845,Free Delivery,1476,41,1886,1845
PROD07560,Packaged Snacks,Snacks & Drinks,1024,Free Delivery,819.2,41,1065,1024
PROD07561,Flavored Milk,Snacks & Drinks,1126,Free Delivery,900.8,38,1164,1126
PROD07562,Glass Cleaner,Household Essentials,883,Free Delivery,706.4,36,919,883
PROD07563,Lip Balm,Beauty & Personal Care,474,Free Delivery,379.2,39,513,474
PROD07564,Sponges,Household Essentials,1320,Free Delivery,1056,30,1350,1320
PROD07565,Popcorn,Snacks & Drinks,474,Free Delivery,379.2,49,523,474
PROD07566,USB Cable,Electronics,509,Free Delivery,407.2,48,557,509
PROD07567,LED Light Bulb,Electronics,1462,Free Delivery,1169.6,48,1510,1462
PROD07568,Memory Card,Electronics,1460,Free Delivery,1168,43,1503,1460
PROD07569,Conditioner,Beauty & Personal Care,1579,Free Delivery,1263.2,37,1616,1579
PROD07570,Tissue Paper,Household Essentials,522,Free Delivery,417.6,45,567,522
PROD07571,Glass Cleaner,Household Essentials,652,Free Delivery,521.6,43,695,652
PROD07572,Hair Oil,Beauty & Personal Care,437,Free Delivery,349.6,37,474,437
PROD07573,Coffee,Groceries & Kitchen Essentials,1773,"Free Delivery, 20% on product",1418.4,44,1817,1817
PROD07574,Memory Card,Electronics,157,Free Delivery,125.6,39,196,157
PROD07575,Lip Balm,Beauty & Personal Care,420,Free Delivery,336,34,454,420
PROD07576,Spices,Groceries & Kitchen Essentials,1079,"Free Delivery, 20% on product",863.2,37,1116,1116
PROD07577,Scrub Pads,Household Essentials,145,Free Delivery,116,41,186,145
PROD07578,Coffee,Groceries & Kitchen Essentials,666,"Free Delivery, 20% on product",532.8,34,700,700
PROD07579,Face Wash,Beauty & Personal Care,227,Free Delivery,181.6,45,272,227
PROD07580,Pizza Base,Recipe Ideas,822,Free Delivery,657.6,30,852,822
PROD07581,Lip Balm,Beauty & Personal Care,600,Free Delivery,480,32,632,600
PROD07582,Tea,Groceries & Kitchen Essentials,780,"Free Delivery, 20% on product",624,40,820,820
PROD07583,USB Cable,Electronics,1670,Free Delivery,1336,49,1719,1670
PROD07584,Yeast,Recipe Ideas,1054,Free Delivery,843.2,34,1088,1054
PROD07585,Baking Powder,Recipe Ideas,485,Free Delivery,388,45,530,485
PROD07586,Sponges,Household Essentials,568,Free Delivery,454.4,40,608,568
PROD07587,Popcorn,Snacks & Drinks,1105,Free Delivery,884,41,1146,1105
PROD07588,Sunscreen,Beauty & Personal Care,1228,Free Delivery,982.4,36,1264,1228
PROD07589,USB Cable,Electronics,1485,Free Delivery,1188,33,1518,1485
PROD07590,Fruit Juice,Snacks & Drinks,1449,Free Delivery,1159.2,31,1480,1449
PROD07591,Smartwatch,Electronics,1381,Free Delivery,1104.8,33,1414,1381
PROD07592,Pulses,Groceries & Kitchen Essentials,351,"Free Delivery, 20% on product",280.8,36,387,387
PROD07593,Shampoo,Beauty & Personal Care,1820,Free Delivery,1456,49,1869,1820
PROD07594,Floor Cleaner,Household Essentials,1780,Free Delivery,1424,41,1821,1780
PROD07595,Smart Plug,Electronics,779,Free Delivery,623.2,49,828,779
PROD07596,Glass Cleaner,Household Essentials,451,Free Delivery,360.8,37,488,451
PROD07597,Energy Bar,Snacks & Drinks,1172,Free Delivery,937.6,50,1222,1172
PROD07598,Face Cream,Beauty & Personal Care,1697,Free Delivery,1357.6,48,1745,1697
PROD07599,Fruit Juice,Snacks & Drinks,1081,Free Delivery,864.8,38,1119,1081
PROD07600,Dishwashing Liquid,Household Essentials,1825,Free Delivery,1460,41,1866,1825
PROD07601,Deodorant,Beauty & Personal Care,1338,Free Delivery,1070.4,40,1378,1338
PROD07602,Phone Charger,Electronics,542,Free Delivery,433.6,47,589,542
PROD07603,Packaged Snacks,Snacks & Drinks,687,Free Delivery,549.6,33,720,687
PROD07604,Packaged Snacks,Snacks & Drinks,1168,Free Delivery,934.4,43,1211,1168
PROD07605,Sugar,Groceries & Kitchen Essentials,274,"Free Delivery, 20% on product",219.2,41,315,315
PROD07606,Sugar,Groceries & Kitchen Essentials,1225,"Free Delivery, 20% on product",980,42,1267,1267
PROD07607,Toilet Cleaner,Household Essentials,1464,Free Delivery,1171.2,44,1508,1464
PROD07608,Fruit Juice,Snacks & Drinks,538,Free Delivery,430.4,37,575,538
PROD07609,Basmati Rice,Groceries & Kitchen Essentials,1917,"Free Delivery, 20% on product",1533.6,48,1965,1965
PROD07610,Salt,Groceries & Kitchen Essentials,1552,"Free Delivery, 20% on product",1241.6,47,1599,1599
PROD07611,Portable Hard Drive,Electronics,264,Free Delivery,211.2,48,312,264
PROD07612,Wheat Flour,Groceries & Kitchen Essentials,1300,"Free Delivery, 20% on product",1040,41,1341,1341
PROD07613,Floor Cleaner,Household Essentials,293,Free Delivery,234.4,48,341,293
PROD07614,Yeast,Recipe Ideas,1813,Free Delivery,1450.4,42,1855,1813
PROD07615,Face Cream,Beauty & Personal Care,1200,Free Delivery,960,40,1240,1200
PROD07616,Garbage Bags,Household Essentials,521,Free Delivery,416.8,38,559,521
PROD07617,Fruit Juice,Snacks & Drinks,298,Free Delivery,238.4,39,337,298
PROD07618,Energy Bar,Snacks & Drinks,977,Free Delivery,781.6,50,1027,977
PROD07619,Sponges,Household Essentials,1265,Free Delivery,1012,33,1298,1265
PROD07620,Memory Card,Electronics,76,,60.8,39,115,115
PROD07621,Scrub Pads,Household Essentials,1758,Free Delivery,1406.4,31,1789,1758
PROD07622,Popcorn,Snacks & Drinks,1601,Free Delivery,1280.8,38,1639,1601
PROD07623,Instant Noodles,Groceries & Kitchen Essentials,1033,"Free Delivery, 20% on product",826.4,42,1075,1075
PROD07624,Flavored Milk,Snacks & Drinks,773,Free Delivery,618.4,50,823,773
PROD07625,Garbage Bags,Household Essentials,1510,Free Delivery,1208,48,1558,1510
PROD07626,Memory Card,Electronics,389,Free Delivery,311.2,34,423,389
PROD07627,Pulses,Groceries & Kitchen Essentials,884,"Free Delivery, 20% on product",707.2,31,915,915
PROD07628,Coffee,Groceries & Kitchen Essentials,1133,"Free Delivery, 20% on product",906.4,39,1172,1172
PROD07629,Spices,Groceries & Kitchen Essentials,78,20% on product,62.4,36,114,114
PROD07630,Tea,Groceries & Kitchen Essentials,1662,"Free Delivery, 20% on product",1329.6,50,1712,1712
PROD07631,Pizza Base,Recipe Ideas,1565,Free Delivery,1252,31,1596,1565
PROD07632,Phone Charger,Electronics,1761,Free Delivery,1408.8,40,1801,1761
PROD07633,Spices,Groceries & Kitchen Essentials,544,"Free Delivery, 20% on product",435.2,37,581,581
PROD07634,Coffee,Groceries & Kitchen Essentials,1586,"Free Delivery, 20% on product",1268.8,36,1622,1622
PROD07635,Vanilla Extract,Recipe Ideas,1850,Free Delivery,1480,39,1889,1850
PROD07636,Fruit Juice,Snacks & Drinks,410,Free Delivery,328,31,441,410
PROD07637,LED Light Bulb,Electronics,1127,Free Delivery,901.6,47,1174,1127
PROD07638,Portable Hard Drive,Electronics,206,Free Delivery,164.8,46,252,206
PROD07639,Lip Balm,Beauty & Personal Care,167,Free Delivery,133.6,50,217,167
PROD07640,Smart Plug,Electronics,1167,Free Delivery,933.6,31,1198,1167
PROD07641,Cereal Bars,Snacks & Drinks,1855,Free Delivery,1484,46,1901,1855
PROD07642,Scrub Pads,Household Essentials,1603,Free Delivery,1282.4,31,1634,1603
PROD07643,Phone Charger,Electronics,1065,Free Delivery,852,38,1103,1065
PROD07644,Memory Card,Electronics,1005,Free Delivery,804,35,1040,1005
PROD07645,Toilet Cleaner,Household Essentials,246,Free Delivery,196.8,48,294,246
PROD07646,Phone Charger,Electronics,82,,65.6,34,116,116
PROD07647,Sponges,Household Essentials,1411,Free Delivery,1128.8,44,1455,1411
PROD07648,Vanilla Extract,Recipe Ideas,1504,Free Delivery,1203.2,34,1538,1504
PROD07649,Power Bank,Electronics,834,Free Delivery,667.2,45,879,834
PROD07650,Salt,Groceries & Kitchen Essentials,1470,"Free Delivery, 20% on product",1176,49,1519,1519
PROD07651,Glass Cleaner,Household Essentials,653,Free Delivery,522.4,48,701,653
PROD07652,Portable Hard Drive,Electronics,1493,Free Delivery,1194.4,44,1537,1493
PROD07653,Spaghetti,Recipe Ideas,1619,Free Delivery,1295.2,43,1662,1619
PROD07654,Cooking Oil,Groceries & Kitchen Essentials,1077,"Free Delivery, 20% on product",861.6,37,1114,1114
PROD07655,Chocolate Cookies,Snacks & Drinks,1777,Free Delivery,1421.6,49,1826,1777
PROD07656,Conditioner,Beauty & Personal Care,866,Free Delivery,692.8,43,909,866
PROD07657,Cooking Oil,Groceries & Kitchen Essentials,698,"Free Delivery, 20% on product",558.4,50,748,748
PROD07658,Hair Oil,Beauty & Personal Care,126,Free Delivery,100.8,43,169,126
PROD07659,Tea,Groceries & Kitchen Essentials,332,"Free Delivery, 20% on product",265.6,40,372,372
PROD07660,LED Light Bulb,Electronics,1708,Free Delivery,1366.4,44,1752,1708
PROD07661,Tissue Paper,Household Essentials,1764,Free Delivery,1411.2,44,1808,1764
PROD07662,Pulses,Groceries & Kitchen Essentials,312,"Free Delivery, 20% on product",249.6,35,347,347
PROD07663,Power Bank,Electronics,547,Free Delivery,437.6,48,595,547
PROD07664,Laundry Detergent,Household Essentials,919,Free Delivery,735.2,39,958,919
PROD07665,Pulses,Groceries & Kitchen Essentials,1589,"Free Delivery, 20% on product",1271.2,33,1622,1622
PROD07666,Face Cream,Beauty & Personal Care,113,Free Delivery,90.4,43,156,113
PROD07667,Glass Cleaner,Household Essentials,490,Free Delivery,392,30,520,490
PROD07668,Popcorn,Snacks & Drinks,76,,60.8,44,120,120
PROD07669,Coffee,Groceries & Kitchen Essentials,1452,"Free Delivery, 20% on product",1161.6,43,1495,1495
PROD07670,Wireless Earphones,Electronics,104,Free Delivery,83.2,41,145,104
PROD07671,Cocoa Powder,Recipe Ideas,1005,Free Delivery,804,31,1036,1005
PROD07672,Glass Cleaner,Household Essentials,564,Free Delivery,451.2,35,599,564
PROD07673,LED Light Bulb,Electronics,1054,Free Delivery,843.2,37,1091,1054
PROD07674,Laundry Detergent,Household Essentials,1881,Free Delivery,1504.8,47,1928,1881
PROD07675,Pizza Base,Recipe Ideas,934,Free Delivery,747.2,46,980,934
PROD07676,Hand Soap,Beauty & Personal Care,1456,Free Delivery,1164.8,48,1504,1456
PROD07677,Garbage Bags,Household Essentials,1716,Free Delivery,1372.8,44,1760,1716
PROD07678,Packaged Snacks,Snacks & Drinks,495,Free Delivery,396,38,533,495
PROD07679,Wheat Flour,Groceries & Kitchen Essentials,408,"Free Delivery, 20% on product",326.4,40,448,448
PROD07680,Pulses,Groceries & Kitchen Essentials,948,"Free Delivery, 20% on product",758.4,45,993,993
PROD07681,Garbage Bags,Household Essentials,1712,Free Delivery,1369.6,49,1761,1712
PROD07682,Fruit Juice,Snacks & Drinks,1898,Free Delivery,1518.4,47,1945,1898
PROD07683,Smartwatch,Electronics,1819,Free Delivery,1455.2,47,1866,1819
PROD07684,Salt,Groceries & Kitchen Essentials,553,"Free Delivery, 20% on product",442.4,37,590,590
PROD07685,Portable Hard Drive,Electronics,1940,Free Delivery,1552,34,1974,1940
PROD07686,Smartwatch,Electronics,1918,Free Delivery,1534.4,45,1963,1918
PROD07687,Wireless Earphones,Electronics,789,Free Delivery,631.2,31,820,789
PROD07688,Wheat Flour,Groceries & Kitchen Essentials,440,"Free Delivery, 20% on product",352,31,471,471
PROD07689,Scrub Pads,Household Essentials,1725,Free Delivery,1380,41,1766,1725
PROD07690,Tea,Groceries & Kitchen Essentials,1338,"Free Delivery, 20% on product",1070.4,45,1383,1383
PROD07691,Trail Mix,Snacks & Drinks,1629,Free Delivery,1303.2,44,1673,1629
PROD07692,Trail Mix,Snacks & Drinks,1883,Free Delivery,1506.4,32,1915,1883
PROD07693,Smartwatch,Electronics,1220,Free Delivery,976,41,1261,1220
PROD07694,Sugar,Groceries & Kitchen Essentials,1280,"Free Delivery, 20% on product",1024,31,1311,1311
PROD07695,USB Cable,Electronics,627,Free Delivery,501.6,30,657,627
PROD07696,Air Freshener,Household Essentials,827,Free Delivery,661.6,47,874,827
PROD07697,Tissue Paper,Household Essentials,1624,Free Delivery,1299.2,37,1661,1624
PROD07698,Sugar,Groceries & Kitchen Essentials,1098,"Free Delivery, 20% on product",878.4,47,1145,1145
PROD07699,Wireless Earphones,Electronics,1567,Free Delivery,1253.6,34,1601,1567
PROD07700,Toilet Cleaner,Household Essentials,1116,Free Delivery,892.8,38,1154,1116
PROD07701,Pulses,Groceries & Kitchen Essentials,1378,"Free Delivery, 20% on product",1102.4,43,1421,1421
PROD07702,Smart Plug,Electronics,1955,Free Delivery,1564,49,2004,1955
PROD07703,Floor Cleaner,Household Essentials,774,Free Delivery,619.2,40,814,774
PROD07704,Soft Drink,Snacks & Drinks,412,Free Delivery,329.6,50,462,412
PROD07705,Fruit Juice,Snacks & Drinks,1337,Free Delivery,1069.6,42,1379,1337
PROD07706,Hair Oil,Beauty & Personal Care,1049,Free Delivery,839.2,47,1096,1049
PROD07707,Portable Hard Drive,Electronics,1769,Free Delivery,1415.2,30,1799,1769
PROD07708,LED Light Bulb,Electronics,426,Free Delivery,340.8,47,473,426
PROD07709,Sugar,Groceries & Kitchen Essentials,126,"Free Delivery, 20% on product",100.8,36,162,162
PROD07710,Pulses,Groceries & Kitchen Essentials,146,"Free Delivery, 20% on product",116.8,46,192,192
PROD07711,Spices,Groceries & Kitchen Essentials,1704,"Free Delivery, 20% on product",1363.2,36,1740,1740
PROD07712,Tea,Groceries & Kitchen Essentials,434,"Free Delivery, 20% on product",347.2,31,465,465
PROD07713,Popcorn,Snacks & Drinks,1078,Free Delivery,862.4,38,1116,1078
PROD07714,Garbage Bags,Household Essentials,1368,Free Delivery,1094.4,44,1412,1368
PROD07715,Phone Charger,Electronics,1595,Free Delivery,1276,35,1630,1595
PROD07716,Floor Cleaner,Household Essentials,427,Free Delivery,341.6,33,460,427
PROD07717,Tea,Groceries & Kitchen Essentials,850,"Free Delivery, 20% on product",680,32,882,882
PROD07718,Phone Charger,Electronics,845,Free Delivery,676,35,880,845
PROD07719,Spices,Groceries & Kitchen Essentials,818,"Free Delivery, 20% on product",654.4,34,852,852
PROD07720,Portable Hard Drive,Electronics,1324,Free Delivery,1059.2,46,1370,1324
PROD07721,Baking Powder,Recipe Ideas,1550,Free Delivery,1240,38,1588,1550
PROD07722,Scrub Pads,Household Essentials,1174,Free Delivery,939.2,34,1208,1174
PROD07723,Laundry Detergent,Household Essentials,51,,40.8,43,94,94
PROD07724,Conditioner,Beauty & Personal Care,809,Free Delivery,647.2,49,858,809
PROD07725,Bluetooth Speaker,Electronics,305,Free Delivery,244,34,339,305
PROD07726,Instant Noodles,Groceries & Kitchen Essentials,602,"Free Delivery, 20% on product",481.6,36,638,638
PROD07727,Smart Plug,Electronics,365,Free Delivery,292,46,411,365
PROD07728,Toilet Cleaner,Household Essentials,509,Free Delivery,407.2,31,540,509
PROD07729,Air Freshener,Household Essentials,179,Free Delivery,143.2,30,209,179
PROD07730,Garbage Bags,Household Essentials,1097,Free Delivery,877.6,45,1142,1097
PROD07731,Air Freshener,Household Essentials,1751,Free Delivery,1400.8,33,1784,1751
PROD07732,LED Light Bulb,Electronics,1865,Free Delivery,1492,50,1915,1865
PROD07733,Garbage Bags,Household Essentials,687,Free Delivery,549.6,49,736,687
PROD07734,Glass Cleaner,Household Essentials,943,Free Delivery,754.4,50,993,943
PROD07735,Smartwatch,Electronics,576,Free Delivery,460.8,49,625,576
PROD07736,Soft Drink,Snacks & Drinks,1545,Free Delivery,1236,46,1591,1545
PROD07737,Floor Cleaner,Household Essentials,628,Free Delivery,502.4,44,672,628
PROD07738,Air Freshener,Household Essentials,1923,Free Delivery,1538.4,48,1971,1923
PROD07739,Face Wash,Beauty & Personal Care,1204,Free Delivery,963.2,48,1252,1204
PROD07740,Coffee,Groceries & Kitchen Essentials,81,20% on product,64.8,40,121,121
PROD07741,Power Bank,Electronics,1587,Free Delivery,1269.6,33,1620,1587
PROD07742,Scrub Pads,Household Essentials,893,Free Delivery,714.4,39,932,893
PROD07743,Phone Charger,Electronics,678,Free Delivery,542.4,36,714,678
PROD07744,Potato Chips,Snacks & Drinks,771,Free Delivery,616.8,30,801,771
PROD07745,Glass Cleaner,Household Essentials,418,Free Delivery,334.4,33,451,418
PROD07746,Smart Plug,Electronics,858,Free Delivery,686.4,47,905,858
PROD07747,Pulses,Groceries & Kitchen Essentials,299,"Free Delivery, 20% on product",239.2,33,332,332
PROD07748,Glass Cleaner,Household Essentials,1059,Free Delivery,847.2,30,1089,1059
PROD07749,Salt,Groceries & Kitchen Essentials,1252,"Free Delivery, 20% on product",1001.6,39,1291,1291
PROD07750,Basmati Rice,Groceries & Kitchen Essentials,310,"Free Delivery, 20% on product",248,46,356,356
PROD07751,Phone Charger,Electronics,965,Free Delivery,772,45,1010,965
PROD07752,Energy Bar,Snacks & Drinks,1460,Free Delivery,1168,37,1497,1460
PROD07753,Cake Mix,Recipe Ideas,1907,Free Delivery,1525.6,35,1942,1907
